,User,Date Created,Number of Likes,Source of Tweet,Tweet,Polarity,Emotion
92,rhenewal,2019-12-31 12:54:42+00:00,1,Twitter for iPhone,Healthcare workers do better. I get it. Youre looking extra pretty and want to post a video thats quirky/ funny/sarcastic so it looks like youre not just being vain and feeling yourself. But you look like a heartless bitch instead. Come the fuck on.,"{'neg': 0.242, 'neu': 0.526, 'pos': 0.232, 'compound': -0.7654}",Negative
93,Bartaway,2019-12-31 12:50:48+00:00,0,Twitter for iPad,"762 There wont be less demand for healthcare workers. Cutting out the need for diffuse insurance bureaucracies and adjusters seems like a positive. That is also a Yang supporter account, whose UBI plan would by definition eliminate tons of bureaucratic positions.","{'neg': 0.059, 'neu': 0.762, 'pos': 0.179, 'compound': 0.7574}",Positive
94,DidierPittet,2019-12-31 12:41:57+00:00,1,Twitter for iPhone,pam Ministries of Health are crucial stakeholders ensuring quality healthcare systems It is important for countries to invest in training their health workers in infectionprevention,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4404}",Positive
95,CrissannMarin,2019-12-31 11:58:22+00:00,0,Dynamic Signal,"Health Savings Accounts are a common employee benefit, with 56% of employers offering them to workers. Whether you use an HSA or a Flexible Spending Account, here are some tips on maximizing your healthcare savings before years end. lovemyjob","{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.5994}",Positive
96,suvibbY,2019-12-31 11:46:07+00:00,0,Dynamic Signal,"Health Savings Accounts are a common employee benefit, with 56% of employers offering them to workers. Whether you use an HSA or a Flexible Spending Account, here are some tips on maximizing your healthcare savings before years end. lovemyjob","{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.5994}",Positive
97,GiGiEspericueta,2019-12-31 11:40:28+00:00,0,Twitter Web App,"Replies from this guys followers  We will give them free healthcare, food, and college. They clearly dont understand the working class. They have pride. They just want their jobs. Good paying jobs with benefits. Hard workers they would starve before taking benefits.","{'neg': 0.075, 'neu': 0.613, 'pos': 0.312, 'compound': 0.91}",Positive
98,toriindyrod,2019-12-31 10:59:46+00:00,1,Twitter for iPhone,There are a lot of task oriented healthcare workers who go into the profession for the money and not the passion. It is unfortunate. That is why you have to be ur own advocate and that patient sometimes,"{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.6684}",Negative
99,AshghalQatar,2019-12-31 10:43:52+00:00,2,Twitter Web App,"As part of its ongoing health &amp; wellness programme, Ashghal participated in integrated healthcare pathway for craftsmen and manual workers workshop organised by MoPH with the participation of 100 key stakeholders, aiming to increase occupational health-based programmes","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.6369}",Positive
100,jannaaasnts,2019-12-31 10:39:06+00:00,1,Twitter for iPhone,Salute to all healthcare workers that are on duty tonight taking care of patients instead of celebrating the New Year with their family at home!!!!! At sa lahat ng 6AM duty bukas [like me] pumasok tayo ng puyat lols ,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.8429}",Positive
101,sudiptadev5,2019-12-31 10:06:13+00:00,2,Twitter Web App,"HealthTech startup Clinikk Healthcare, leverages technology to make quality healthcare affordable, and provides healthcare protection to blue collar workers and their families","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
102,hatemoag,2019-12-31 10:03:46+00:00,2,Twitter for iPhone,"For medical and healthcare workers, a recent update on EVALI.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
103,klasaaa,2019-12-31 10:02:50+00:00,0,EveryoneSocial,"This article written several years ago is worth reading again. Healthcare workers in cardiac catheterization labs may have higher odds than workers elsewhere for health problems including cataracts, skin lesions, cancers and...","{'neg': 0.076, 'neu': 0.871, 'pos': 0.053, 'compound': -0.2023}",Negative
104,WHOYemen,2019-12-31 09:59:11+00:00,7,Twitter Web App,"WHO has expanded its operations through support from the Government of Kuwait, preserving the functional &amp; operational capacity of 109 health facilities delivering fuel, water, medical supplies, equipment &amp; incentives to the healthcare workers. KuwaitIsbByYourside","{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.6124}",Positive
105,klasaaa,2019-12-31 09:56:19+00:00,0,EveryoneSocial,"This article written several years ago is worth reading again. Healthcare workers in cardiac catheterization labs may have higher odds than workers elsewhere for health problems including cataracts, skin lesions, cancers and or...","{'neg': 0.074, 'neu': 0.874, 'pos': 0.052, 'compound': -0.2023}",Negative
106,ElitesAfrica,2019-12-31 09:42:47+00:00,0,Twitter Web App,has drawn lots of attention because of emergent concerns of shortages in skilled health workers. . for more information about this article visit . . BEA healthcareafrica healthcare businessofhealth businessofhealthcare businesselitesafrica,"{'neg': 0.054, 'neu': 0.946, 'pos': 0.0, 'compound': -0.1531}",Negative
107,slomka_robert,2019-12-31 09:37:02+00:00,1,Twitter for Android,"... healthcare, free education, opportunities for all, workers' rights, eradication of poverty. Are we against these things? Can you see what this article has done ? It has associated the word socialism which represents all these things like free health care and ...","{'neg': 0.059, 'neu': 0.666, 'pos': 0.275, 'compound': 0.8992}",Positive
108,missTfied66,2019-12-31 09:32:25+00:00,0,Twitter for Android,"brexit was a way out of tories having their own corrupt way and destroying everything that made britain safe place to live. free healthcare, strong widespread police,fire service,gp services too. Add human rights destruction workers rights too. Tax haven money laundering england","{'neg': 0.138, 'neu': 0.682, 'pos': 0.18, 'compound': 0.296}",Positive
109,natbankpro,2019-12-31 09:24:49+00:00,1,Twitter for iPhone,"We have some great news for the healthcare sector in 2020. We encourage anyone who is interested in a career in care, whether that be Domiciliary carers, Nursing / Care home carers or Support workers to get in touch. No experience necessary just a great work ethic. Get in touch","{'neg': 0.034, 'neu': 0.611, 'pos': 0.356, 'compound': 0.9686}",Positive
110,DArbitration,2019-12-31 09:14:28+00:00,0,Twitter for iPhone,Im voting for anyone who is on Democratic ticket. But Elizabeth Warren worries me because telling half of the country they have to change their healthcare they are used to while potentially illuminating huge numbers of insurance company workers is too scary for most people.,"{'neg': 0.148, 'neu': 0.797, 'pos': 0.055, 'compound': -0.7227}",Negative
111,joeysgurl,2019-12-31 09:02:33+00:00,1,Twitter for iPhone,"This is not even politics, its just common sense. I never get overtime as a very casual healthcare worker, but I sure do see the effect, already, of this ridiculous policy. Ultimately, its the patient who suffers when workers are burnt out or overburdened.","{'neg': 0.158, 'neu': 0.753, 'pos': 0.089, 'compound': -0.6669}",Negative
112,thisisnix,2019-12-31 08:33:20+00:00,0,Twitter for Android,You're gonna be such a valuable asset to healthcare  ..and thank goodness for workers like you! Keep doing what you do BeYouBeTrue,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.9168}",Positive
113,BeckaOnward,2019-12-31 08:30:42+00:00,0,Twitter for iPhone,"Michael - you of all people should get the complexity of this. Heres one cause and effect - if our unions didnt have to negotiate away fundamental workers rights for healthcare, imagine what our day-to-day work lives would look like? (Loved your Anand G. conversation!)","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.4199}",Positive
114,ObinnaBoss,2019-12-31 08:29:48+00:00,0,Twitter for Android,"My most wicked people in Nigeria list in order of cruelty 1. Politicians, 2. Healthcare administrators 3. IDP fund managers 4. Police 5. DEVELOPMENT WORKERS/NGOs 6. Nigerian military administrators 7. Civil service 8. Religious leaders across all religions All making $ on chaos","{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.9061}",Negative
115,g_birdslide,2019-12-31 08:22:17+00:00,0,Twitter for iPhone,Would prefer a president who takes memorable actions that really help improve the lives of middle class workers &amp; tax payers. ACA was a healthcare half measure to appease moderates. Economic inequality is still huge but at least we have more book recommendations to read.,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.6469}",Positive
116,AnneHounam,2019-12-31 08:14:09+00:00,1,Twitter for iPhone,"Any time private co. has taken over aspects of healthcare, education, social care...., &amp; have re-employed the same workers, its been on far less advantageous contracts, with less pay, &amp; service quality has fallen due to too short fixed time constraints for every element of job!!","{'neg': 0.08, 'neu': 0.878, 'pos': 0.042, 'compound': -0.2462}",Negative
117,g_orl,2019-12-31 08:01:09+00:00,0,IFTTT,Sleep problems of healthcare workers in tertiary hospital,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",Negative
118,tonyj01,2019-12-31 07:34:01+00:00,1,Buffer,GDPUKmostread2019 incaseyoumissedit -- EU workers' qualifications will be recognised after Brexit -- dental dentistry news NHS healthcare GDPUK,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
119,johnnyrockdogs,2019-12-31 07:24:45+00:00,3,Twitter for iPhone,"Oh and another thing, we need compassionate and driven healthcare workers and people oriented leaders. Given recent history, putting too many very academically talented people in charge is not always for the best.","{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.8996}",Positive
120,Bern4prez1,2019-12-31 07:14:59+00:00,0,Twitter Web App,"Liberals and centrists(confused republicans) attack Bernie because they hate his supporters. They have disdain for Teachers Unions Wal Mart,Amazon and restaurant workers Gay Military People of color Palestine Farmers Youth People without healthcare Homeless Poor","{'neg': 0.218, 'neu': 0.661, 'pos': 0.12, 'compound': -0.6647}",Negative
121,NewProgressUSA,2019-12-31 07:11:31+00:00,1,Twitter Web App,"inthe808 How does Bernie give those workers that? How would a Claims Analyst find a job in a government healthcare system where no claims are denied? The industry is bad, but millions of hard working Americans feed their families by working in it. Don't they matter?","{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.7228}",Negative
122,bagilliannn,2019-12-31 07:10:57+00:00,1,Twitter for iPhone,"Ive certainly dealt with (male) doctors who would not listen to my symptoms or suggestions on treatment for what I thought my body needed, so this video pisses me off. I hate healthcare workers who seem to not give a shit about people. Why did you even get into that field??","{'neg': 0.118, 'neu': 0.789, 'pos': 0.093, 'compound': -0.3399}",Negative
123,jillychapman,2019-12-31 07:06:45+00:00,43,Twitter for iPhone,"Corbynism? You mean socialism, the very same that brought healthcare 2you &amp; your family for decades, the same socialism of Atlee that eradicated homelessness, that supported workers rights! Nhs, envy of the world. The only disgusting  thing here is your attitude &amp; your tweet","{'neg': 0.043, 'neu': 0.904, 'pos': 0.053, 'compound': 0.126}",Positive
124,foxeditall,2019-12-31 07:05:07+00:00,0,Twitter for Android,Imagine thinking unions want to keep fighting for basic healthcare that can be removed at any time there's a strike or something cause they just want to have relatively better insurance than other workers lmao,"{'neg': 0.092, 'neu': 0.691, 'pos': 0.217, 'compound': 0.6597}",Positive
125,mercer,2019-12-31 07:01:06+00:00,0,Khoros Publishing,48% of employers cite financial stress as a concern for the organization. Almost half of Oil and Gas workers are worried about addressing a gap in retiree healthcare. Learn more. MercerEnergy retirement,"{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.6124}",Negative
126,curious28999604,2019-12-31 06:59:34+00:00,1,Twitter for iPhone,Thats outrageous. Vote Blue. Vote Progressive. No middle of the road BS. We need to change this country. The greed at the top must stop. Affordable healthcare for all. A living wage and benefit package for all full-time workers. Enough!,"{'neg': 0.211, 'neu': 0.691, 'pos': 0.098, 'compound': -0.68}",Negative
127,HeimerJessica,2019-12-31 06:09:29+00:00,0,Twitter for Android,Sounds reasonable really. Healthcare workers are terribly underpaid.,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}",Negative
128,sbplama,2019-12-31 06:04:22+00:00,0,Twitter for iPad,As ChronicPain patients we should support decent pay for healthcare workers; they are being worn down by Americas awful health system just as we are. FairWages cpp,"{'neg': 0.198, 'neu': 0.721, 'pos': 0.081, 'compound': -0.4404}",Negative
129,LenmedHealth,2019-12-31 06:01:02+00:00,2,Buffer,Lenmed thanks all those dedicated health care &amp; emergency care personnel who work over the festive season and ensure that round-the-clock care is available to all. LenmedHasHeart nursesatwork thankyou gratitude paramedics healthcareworkers hospitalstaff emergencyservices,"{'neg': 0.051, 'neu': 0.533, 'pos': 0.416, 'compound': 0.9552}",Positive
130,ehhc_kzn,2019-12-31 06:00:40+00:00,0,Buffer,Lenmed thanks all those dedicated health care &amp; emergency care personnel who work over the festive season and ensure that round-the-clock care is available to all. LenmedHasHeart nursesatwork thankyou gratitude paramedics healthcareworkers hospitalstaff emergencyservices,"{'neg': 0.051, 'neu': 0.533, 'pos': 0.416, 'compound': 0.9552}",Positive
131,__nini_xoxo,2019-12-31 05:26:39+00:00,0,Twitter for iPhone,Honestly i think healthcare workers need to receive hazard pay. I was testing this patient for flu and the nasty little shit sneezed in my face  then i checked his test and he was positive for Influenza B! Now my throat hurts ,"{'neg': 0.26, 'neu': 0.619, 'pos': 0.12, 'compound': -0.7717}",Negative
